Entity ID,Acquisition Date,Publication Date,Resolution,Date Updated,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
SRTM1S11E179V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.395055-05,10°00'00"S,179°00'00"E,10°00'00"S,180°00'00"E,11°00'00"S,180°00'00"E,11°00'00"S,179°00'00"E,-10,179,-10,180,-11,180,-11,179,SRTM1S11E179V3,SRTM1S11E179V3
SRTM1S11W037V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,37°00'00"W,10°00'00"S,36°00'00"W,11°00'00"S,36°00'00"W,11°00'00"S,37°00'00"W,-10,-37,-10,-36,-11,-36,-11,-37,SRTM1S11W037V3,SRTM1S11W037V3
SRTM1S11W038V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,38°00'00"W,10°00'00"S,37°00'00"W,11°00'00"S,37°00'00"W,11°00'00"S,38°00'00"W,-10,-38,-10,-37,-11,-37,-11,-38,SRTM1S11W038V3,SRTM1S11W038V3
SRTM1S11W039V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,39°00'00"W,10°00'00"S,38°00'00"W,11°00'00"S,38°00'00"W,11°00'00"S,39°00'00"W,-10,-39,-10,-38,-11,-38,-11,-39,SRTM1S11W039V3,SRTM1S11W039V3
SRTM1S11W040V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,40°00'00"W,10°00'00"S,39°00'00"W,11°00'00"S,39°00'00"W,11°00'00"S,40°00'00"W,-10,-40,-10,-39,-11,-39,-11,-40,SRTM1S11W040V3,SRTM1S11W040V3
SRTM1S11W041V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,41°00'00"W,10°00'00"S,40°00'00"W,11°00'00"S,40°00'00"W,11°00'00"S,41°00'00"W,-10,-41,-10,-40,-11,-40,-11,-41,SRTM1S11W041V3,SRTM1S11W041V3
SRTM1S11W042V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,42°00'00"W,10°00'00"S,41°00'00"W,11°00'00"S,41°00'00"W,11°00'00"S,42°00'00"W,-10,-42,-10,-41,-11,-41,-11,-42,SRTM1S11W042V3,SRTM1S11W042V3
SRTM1S11W043V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,43°00'00"W,10°00'00"S,42°00'00"W,11°00'00"S,42°00'00"W,11°00'00"S,43°00'00"W,-10,-43,-10,-42,-11,-42,-11,-43,SRTM1S11W043V3,SRTM1S11W043V3
SRTM1S11W044V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,44°00'00"W,10°00'00"S,43°00'00"W,11°00'00"S,43°00'00"W,11°00'00"S,44°00'00"W,-10,-44,-10,-43,-11,-43,-11,-44,SRTM1S11W044V3,SRTM1S11W044V3
SRTM1S11W045V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,45°00'00"W,10°00'00"S,44°00'00"W,11°00'00"S,44°00'00"W,11°00'00"S,45°00'00"W,-10,-45,-10,-44,-11,-44,-11,-45,SRTM1S11W045V3,SRTM1S11W045V3
SRTM1S11W046V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,46°00'00"W,10°00'00"S,45°00'00"W,11°00'00"S,45°00'00"W,11°00'00"S,46°00'00"W,-10,-46,-10,-45,-11,-45,-11,-46,SRTM1S11W046V3,SRTM1S11W046V3
SRTM1S11W047V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,47°00'00"W,10°00'00"S,46°00'00"W,11°00'00"S,46°00'00"W,11°00'00"S,47°00'00"W,-10,-47,-10,-46,-11,-46,-11,-47,SRTM1S11W047V3,SRTM1S11W047V3
SRTM1S11W048V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,48°00'00"W,10°00'00"S,47°00'00"W,11°00'00"S,47°00'00"W,11°00'00"S,48°00'00"W,-10,-48,-10,-47,-11,-47,-11,-48,SRTM1S11W048V3,SRTM1S11W048V3
SRTM1S11W049V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,49°00'00"W,10°00'00"S,48°00'00"W,11°00'00"S,48°00'00"W,11°00'00"S,49°00'00"W,-10,-49,-10,-48,-11,-48,-11,-49,SRTM1S11W049V3,SRTM1S11W049V3
SRTM1S11W050V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,50°00'00"W,10°00'00"S,49°00'00"W,11°00'00"S,49°00'00"W,11°00'00"S,50°00'00"W,-10,-50,-10,-49,-11,-49,-11,-50,SRTM1S11W050V3,SRTM1S11W050V3
SRTM1S11W051V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,51°00'00"W,10°00'00"S,50°00'00"W,11°00'00"S,50°00'00"W,11°00'00"S,51°00'00"W,-10,-51,-10,-50,-11,-50,-11,-51,SRTM1S11W051V3,SRTM1S11W051V3
SRTM1S11W052V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,52°00'00"W,10°00'00"S,51°00'00"W,11°00'00"S,51°00'00"W,11°00'00"S,52°00'00"W,-10,-52,-10,-51,-11,-51,-11,-52,SRTM1S11W052V3,SRTM1S11W052V3
SRTM1S11W053V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,53°00'00"W,10°00'00"S,52°00'00"W,11°00'00"S,52°00'00"W,11°00'00"S,53°00'00"W,-10,-53,-10,-52,-11,-52,-11,-53,SRTM1S11W053V3,SRTM1S11W053V3
SRTM1S11W054V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,54°00'00"W,10°00'00"S,53°00'00"W,11°00'00"S,53°00'00"W,11°00'00"S,54°00'00"W,-10,-54,-10,-53,-11,-53,-11,-54,SRTM1S11W054V3,SRTM1S11W054V3
SRTM1S11W055V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,55°00'00"W,10°00'00"S,54°00'00"W,11°00'00"S,54°00'00"W,11°00'00"S,55°00'00"W,-10,-55,-10,-54,-11,-54,-11,-55,SRTM1S11W055V3,SRTM1S11W055V3
SRTM1S11W056V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,56°00'00"W,10°00'00"S,55°00'00"W,11°00'00"S,55°00'00"W,11°00'00"S,56°00'00"W,-10,-56,-10,-55,-11,-55,-11,-56,SRTM1S11W056V3,SRTM1S11W056V3
SRTM1S11W057V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,57°00'00"W,10°00'00"S,56°00'00"W,11°00'00"S,56°00'00"W,11°00'00"S,57°00'00"W,-10,-57,-10,-56,-11,-56,-11,-57,SRTM1S11W057V3,SRTM1S11W057V3
SRTM1S11W058V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,58°00'00"W,10°00'00"S,57°00'00"W,11°00'00"S,57°00'00"W,11°00'00"S,58°00'00"W,-10,-58,-10,-57,-11,-57,-11,-58,SRTM1S11W058V3,SRTM1S11W058V3
SRTM1S11W059V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,59°00'00"W,10°00'00"S,58°00'00"W,11°00'00"S,58°00'00"W,11°00'00"S,59°00'00"W,-10,-59,-10,-58,-11,-58,-11,-59,SRTM1S11W059V3,SRTM1S11W059V3
SRTM1S11W060V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,10°00'00"S,60°00'00"W,10°00'00"S,59°00'00"W,11°00'00"S,59°00'00"W,11°00'00"S,60°00'00"W,-10,-60,-10,-59,-11,-59,-11,-60,SRTM1S11W060V3,SRTM1S11W060V3
SRTM1S11W061V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,61°00'00"W,10°00'00"S,60°00'00"W,11°00'00"S,60°00'00"W,11°00'00"S,61°00'00"W,-10,-61,-10,-60,-11,-60,-11,-61,SRTM1S11W061V3,SRTM1S11W061V3
SRTM1S11W062V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,62°00'00"W,10°00'00"S,61°00'00"W,11°00'00"S,61°00'00"W,11°00'00"S,62°00'00"W,-10,-62,-10,-61,-11,-61,-11,-62,SRTM1S11W062V3,SRTM1S11W062V3
SRTM1S11W063V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,63°00'00"W,10°00'00"S,62°00'00"W,11°00'00"S,62°00'00"W,11°00'00"S,63°00'00"W,-10,-63,-10,-62,-11,-62,-11,-63,SRTM1S11W063V3,SRTM1S11W063V3
SRTM1S11W064V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,64°00'00"W,10°00'00"S,63°00'00"W,11°00'00"S,63°00'00"W,11°00'00"S,64°00'00"W,-10,-64,-10,-63,-11,-63,-11,-64,SRTM1S11W064V3,SRTM1S11W064V3
SRTM1S11W065V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,10°00'00"S,65°00'00"W,10°00'00"S,64°00'00"W,11°00'00"S,64°00'00"W,11°00'00"S,65°00'00"W,-10,-65,-10,-64,-11,-64,-11,-65,SRTM1S11W065V3,SRTM1S11W065V3
SRTM1S11W066V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,66°00'00"W,10°00'00"S,65°00'00"W,11°00'00"S,65°00'00"W,11°00'00"S,66°00'00"W,-10,-66,-10,-65,-11,-65,-11,-66,SRTM1S11W066V3,SRTM1S11W066V3
SRTM1S11W067V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,67°00'00"W,10°00'00"S,66°00'00"W,11°00'00"S,66°00'00"W,11°00'00"S,67°00'00"W,-10,-67,-10,-66,-11,-66,-11,-67,SRTM1S11W067V3,SRTM1S11W067V3
SRTM1S11W068V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,68°00'00"W,10°00'00"S,67°00'00"W,11°00'00"S,67°00'00"W,11°00'00"S,68°00'00"W,-10,-68,-10,-67,-11,-67,-11,-68,SRTM1S11W068V3,SRTM1S11W068V3
SRTM1S11W069V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,69°00'00"W,10°00'00"S,68°00'00"W,11°00'00"S,68°00'00"W,11°00'00"S,69°00'00"W,-10,-69,-10,-68,-11,-68,-11,-69,SRTM1S11W069V3,SRTM1S11W069V3
SRTM1S11W070V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,70°00'00"W,10°00'00"S,69°00'00"W,11°00'00"S,69°00'00"W,11°00'00"S,70°00'00"W,-10,-70,-10,-69,-11,-69,-11,-70,SRTM1S11W070V3,SRTM1S11W070V3
SRTM1S11W071V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,10°00'00"S,71°00'00"W,10°00'00"S,70°00'00"W,11°00'00"S,70°00'00"W,11°00'00"S,71°00'00"W,-10,-71,-10,-70,-11,-70,-11,-71,SRTM1S11W071V3,SRTM1S11W071V3
SRTM1S11W072V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,10°00'00"S,72°00'00"W,10°00'00"S,71°00'00"W,11°00'00"S,71°00'00"W,11°00'00"S,72°00'00"W,-10,-72,-10,-71,-11,-71,-11,-72,SRTM1S11W072V3,SRTM1S11W072V3
SRTM1S11W073V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,10°00'00"S,73°00'00"W,10°00'00"S,72°00'00"W,11°00'00"S,72°00'00"W,11°00'00"S,73°00'00"W,-10,-73,-10,-72,-11,-72,-11,-73,SRTM1S11W073V3,SRTM1S11W073V3
SRTM1S11W074V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,10°00'00"S,74°00'00"W,10°00'00"S,73°00'00"W,11°00'00"S,73°00'00"W,11°00'00"S,74°00'00"W,-10,-74,-10,-73,-11,-73,-11,-74,SRTM1S11W074V3,SRTM1S11W074V3
SRTM1S11W075V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,10°00'00"S,75°00'00"W,10°00'00"S,74°00'00"W,11°00'00"S,74°00'00"W,11°00'00"S,75°00'00"W,-10,-75,-10,-74,-11,-74,-11,-75,SRTM1S11W075V3,SRTM1S11W075V3
SRTM1S11W076V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,76°00'00"W,10°00'00"S,75°00'00"W,11°00'00"S,75°00'00"W,11°00'00"S,76°00'00"W,-10,-76,-10,-75,-11,-75,-11,-76,SRTM1S11W076V3,SRTM1S11W076V3
SRTM1S11W077V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,77°00'00"W,10°00'00"S,76°00'00"W,11°00'00"S,76°00'00"W,11°00'00"S,77°00'00"W,-10,-77,-10,-76,-11,-76,-11,-77,SRTM1S11W077V3,SRTM1S11W077V3
SRTM1S11W078V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,78°00'00"W,10°00'00"S,77°00'00"W,11°00'00"S,77°00'00"W,11°00'00"S,78°00'00"W,-10,-78,-10,-77,-11,-77,-11,-78,SRTM1S11W078V3,SRTM1S11W078V3
SRTM1S11W079V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,79°00'00"W,10°00'00"S,78°00'00"W,11°00'00"S,78°00'00"W,11°00'00"S,79°00'00"W,-10,-79,-10,-78,-11,-78,-11,-79,SRTM1S11W079V3,SRTM1S11W079V3
SRTM1S11W140V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,140°00'00"W,10°00'00"S,139°00'00"W,11°00'00"S,139°00'00"W,11°00'00"S,140°00'00"W,-10,-140,-10,-139,-11,-139,-11,-140,SRTM1S11W140V3,SRTM1S11W140V3
SRTM1S11W151V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,151°00'00"W,10°00'00"S,150°00'00"W,11°00'00"S,150°00'00"W,11°00'00"S,151°00'00"W,-10,-151,-10,-150,-11,-150,-11,-151,SRTM1S11W151V3,SRTM1S11W151V3
SRTM1S11W161V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,161°00'00"W,10°00'00"S,160°00'00"W,11°00'00"S,160°00'00"W,11°00'00"S,161°00'00"W,-10,-161,-10,-160,-11,-160,-11,-161,SRTM1S11W161V3,SRTM1S11W161V3
SRTM1S11W162V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,162°00'00"W,10°00'00"S,161°00'00"W,11°00'00"S,161°00'00"W,11°00'00"S,162°00'00"W,-10,-162,-10,-161,-11,-161,-11,-162,SRTM1S11W162V3,SRTM1S11W162V3
SRTM1S11W166V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,10°00'00"S,166°00'00"W,10°00'00"S,165°00'00"W,11°00'00"S,165°00'00"W,11°00'00"S,166°00'00"W,-10,-166,-10,-165,-11,-165,-11,-166,SRTM1S11W166V3,SRTM1S11W166V3
SRTM1S12E013V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 22:24:55.640634-05,11°00'00"S,13°00'00"E,11°00'00"S,14°00'00"E,12°00'00"S,14°00'00"E,12°00'00"S,13°00'00"E,-11,13,-11,14,-12,14,-12,13,SRTM1S12E013V3,SRTM1S12E013V3
SRTM1S12E014V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,14°00'00"E,11°00'00"S,15°00'00"E,12°00'00"S,15°00'00"E,12°00'00"S,14°00'00"E,-11,14,-11,15,-12,15,-12,14,SRTM1S12E014V3,SRTM1S12E014V3
SRTM1S12E015V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,15°00'00"E,11°00'00"S,16°00'00"E,12°00'00"S,16°00'00"E,12°00'00"S,15°00'00"E,-11,15,-11,16,-12,16,-12,15,SRTM1S12E015V3,SRTM1S12E015V3
SRTM1S12E016V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,16°00'00"E,11°00'00"S,17°00'00"E,12°00'00"S,17°00'00"E,12°00'00"S,16°00'00"E,-11,16,-11,17,-12,17,-12,16,SRTM1S12E016V3,SRTM1S12E016V3
SRTM1S12E017V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,17°00'00"E,11°00'00"S,18°00'00"E,12°00'00"S,18°00'00"E,12°00'00"S,17°00'00"E,-11,17,-11,18,-12,18,-12,17,SRTM1S12E017V3,SRTM1S12E017V3
SRTM1S12E018V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,18°00'00"E,11°00'00"S,19°00'00"E,12°00'00"S,19°00'00"E,12°00'00"S,18°00'00"E,-11,18,-11,19,-12,19,-12,18,SRTM1S12E018V3,SRTM1S12E018V3
SRTM1S12E019V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,19°00'00"E,11°00'00"S,20°00'00"E,12°00'00"S,20°00'00"E,12°00'00"S,19°00'00"E,-11,19,-11,20,-12,20,-12,19,SRTM1S12E019V3,SRTM1S12E019V3
SRTM1S12E020V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,20°00'00"E,11°00'00"S,21°00'00"E,12°00'00"S,21°00'00"E,12°00'00"S,20°00'00"E,-11,20,-11,21,-12,21,-12,20,SRTM1S12E020V3,SRTM1S12E020V3
SRTM1S12E021V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,21°00'00"E,11°00'00"S,22°00'00"E,12°00'00"S,22°00'00"E,12°00'00"S,21°00'00"E,-11,21,-11,22,-12,22,-12,21,SRTM1S12E021V3,SRTM1S12E021V3
SRTM1S12E022V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,22°00'00"E,11°00'00"S,23°00'00"E,12°00'00"S,23°00'00"E,12°00'00"S,22°00'00"E,-11,22,-11,23,-12,23,-12,22,SRTM1S12E022V3,SRTM1S12E022V3
SRTM1S12E023V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,11°00'00"S,23°00'00"E,11°00'00"S,24°00'00"E,12°00'00"S,24°00'00"E,12°00'00"S,23°00'00"E,-11,23,-11,24,-12,24,-12,23,SRTM1S12E023V3,SRTM1S12E023V3
SRTM1S12E024V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,24°00'00"E,11°00'00"S,25°00'00"E,12°00'00"S,25°00'00"E,12°00'00"S,24°00'00"E,-11,24,-11,25,-12,25,-12,24,SRTM1S12E024V3,SRTM1S12E024V3
SRTM1S12E025V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,25°00'00"E,11°00'00"S,26°00'00"E,12°00'00"S,26°00'00"E,12°00'00"S,25°00'00"E,-11,25,-11,26,-12,26,-12,25,SRTM1S12E025V3,SRTM1S12E025V3
SRTM1S12E026V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,26°00'00"E,11°00'00"S,27°00'00"E,12°00'00"S,27°00'00"E,12°00'00"S,26°00'00"E,-11,26,-11,27,-12,27,-12,26,SRTM1S12E026V3,SRTM1S12E026V3
SRTM1S12E027V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,27°00'00"E,11°00'00"S,28°00'00"E,12°00'00"S,28°00'00"E,12°00'00"S,27°00'00"E,-11,27,-11,28,-12,28,-12,27,SRTM1S12E027V3,SRTM1S12E027V3
SRTM1S12E028V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,28°00'00"E,11°00'00"S,29°00'00"E,12°00'00"S,29°00'00"E,12°00'00"S,28°00'00"E,-11,28,-11,29,-12,29,-12,28,SRTM1S12E028V3,SRTM1S12E028V3
SRTM1S12E029V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,29°00'00"E,11°00'00"S,30°00'00"E,12°00'00"S,30°00'00"E,12°00'00"S,29°00'00"E,-11,29,-11,30,-12,30,-12,29,SRTM1S12E029V3,SRTM1S12E029V3
SRTM1S12E030V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,30°00'00"E,11°00'00"S,31°00'00"E,12°00'00"S,31°00'00"E,12°00'00"S,30°00'00"E,-11,30,-11,31,-12,31,-12,30,SRTM1S12E030V3,SRTM1S12E030V3
SRTM1S12E031V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,31°00'00"E,11°00'00"S,32°00'00"E,12°00'00"S,32°00'00"E,12°00'00"S,31°00'00"E,-11,31,-11,32,-12,32,-12,31,SRTM1S12E031V3,SRTM1S12E031V3
SRTM1S12E032V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,32°00'00"E,11°00'00"S,33°00'00"E,12°00'00"S,33°00'00"E,12°00'00"S,32°00'00"E,-11,32,-11,33,-12,33,-12,32,SRTM1S12E032V3,SRTM1S12E032V3
SRTM1S12E033V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,33°00'00"E,11°00'00"S,34°00'00"E,12°00'00"S,34°00'00"E,12°00'00"S,33°00'00"E,-11,33,-11,34,-12,34,-12,33,SRTM1S12E033V3,SRTM1S12E033V3
SRTM1S12E034V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,11°00'00"S,34°00'00"E,11°00'00"S,35°00'00"E,12°00'00"S,35°00'00"E,12°00'00"S,34°00'00"E,-11,34,-11,35,-12,35,-12,34,SRTM1S12E034V3,SRTM1S12E034V3
SRTM1S12E035V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,11°00'00"S,35°00'00"E,11°00'00"S,36°00'00"E,12°00'00"S,36°00'00"E,12°00'00"S,35°00'00"E,-11,35,-11,36,-12,36,-12,35,SRTM1S12E035V3,SRTM1S12E035V3
SRTM1S12E036V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,11°00'00"S,36°00'00"E,11°00'00"S,37°00'00"E,12°00'00"S,37°00'00"E,12°00'00"S,36°00'00"E,-11,36,-11,37,-12,37,-12,36,SRTM1S12E036V3,SRTM1S12E036V3
SRTM1S12E037V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,11°00'00"S,37°00'00"E,11°00'00"S,38°00'00"E,12°00'00"S,38°00'00"E,12°00'00"S,37°00'00"E,-11,37,-11,38,-12,38,-12,37,SRTM1S12E037V3,SRTM1S12E037V3
SRTM1S12E038V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,11°00'00"S,38°00'00"E,11°00'00"S,39°00'00"E,12°00'00"S,39°00'00"E,12°00'00"S,38°00'00"E,-11,38,-11,39,-12,39,-12,38,SRTM1S12E038V3,SRTM1S12E038V3
SRTM1S12E039V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,11°00'00"S,39°00'00"E,11°00'00"S,40°00'00"E,12°00'00"S,40°00'00"E,12°00'00"S,39°00'00"E,-11,39,-11,40,-12,40,-12,39,SRTM1S12E039V3,SRTM1S12E039V3
SRTM1S12E040V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,11°00'00"S,40°00'00"E,11°00'00"S,41°00'00"E,12°00'00"S,41°00'00"E,12°00'00"S,40°00'00"E,-11,40,-11,41,-12,41,-12,40,SRTM1S12E040V3,SRTM1S12E040V3
SRTM1S12E043V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,11°00'00"S,43°00'00"E,11°00'00"S,44°00'00"E,12°00'00"S,44°00'00"E,12°00'00"S,43°00'00"E,-11,43,-11,44,-12,44,-12,43,SRTM1S12E043V3,SRTM1S12E043V3
